"BL","RGB","Kreis","Gkz","Wirtschaftsraum","Ort","Einwohner","Plz","Block neu"
"NSA",32,3252,3252006,,"Hameln, Stadt",59156,"31785","A"
"NSA",32,3252,3252003,,"Bad Pyrmont, Stadt",21964,"31812","A"
"NSA",32,3241,3241017,"Hannover","Springe, Stadt",30039,"31832","A"
"NSA",32,3252,3252007,,"Hessisch Oldendorf, Stadt",19923,"31840","A"
"NSA",32,3252,3252002,,"Bad Münder am Deister, Stadt",18813,"31848","A"
"NSA",32,3252,3252001,,"Aerzen, Flecken",12003,"31855","A"
"NSA",32,3252,3252004,,"Coppenbrügge, Flecken",8016,"31863","A"
"NSA",32,3257,3257018,,"Lauenau, Flecken",4061,"31867","A"
"NSA",32,3255,3255023,,"Holzminden, Stadt",21215,"37603","A"
"NSA",32,3255,3255003,,"Bodenwerder, Stadt",6308,"37619","A"
"NSA",32,3255,3255017,,"Hehlen",2159,"37619","A"
"NSA",32,3255,3255034,,"Stadtoldendorf, Stadt",6224,"37627","A"
"NSA",32,3255,3255013,,"Eschershausen, Stadt",4000,"37632","A"
"NSA",32,3255,3255002,,"Bevern, Flecken",4355,"37639","A"
"NSA",32,3255,3255033,,"Polle, Flecken",1267,"37647","A"
"NSA",32,3255,3255004,,"Boffzen",3048,"37691","A"
"NSA",32,3255,3255026,,"Lauenförde, Flecken",2683,"37697","A"
"NSA",32,3251,3251012,,"Diepholz, Stadt",16542,"49356","B"
"NSA",32,3251,3251005,,"Barnstorf, Flecken",6005,"49406","B"
"NSA",32,3251,3251044,,"Wagenfeld",7305,"49419","B"
"NSA",32,3251,3251009,,"Brockum",1089,"49448","B"
"NSA",32,3251,3251023,,"Lemförde, Flecken",2805,"49448","B"
"NSA",32,3251,3251006,,"Barver",1113,"49453","B"
"NSA",32,3251,3251030,,"Rehden",1774,"49453","B"
"NSA",32,3251,3251013,,"Drebber",2972,"49457","B"
"NSA",33,3355,3355049,,"Amt Neuhaus",5574,"19273","B"
"NSA",33,3353,3353031,"Hamburg","Seevetal",41060,"21218","A"
"NSA",33,3353,3353029,"Hamburg","Rosengarten",13305,"21224","A"
"NSA",33,3353,3353005,"Hamburg","Buchholz in der Nordheide, Stadt",36483,"21244","A"
"NSA",33,3353,3353006,"Hamburg","Dohren",974,"21255","A"
"NSA",33,3353,3353035,"Hamburg","Tostedt",13346,"21255","A"
"NSA",33,3353,3353041,"Hamburg","Wistedt",1637,"21255","A"
"NSA",33,3353,3353018,"Hamburg","Heidenau",2023,"21258","A"
"NSA",33,3353,3353038,"Hamburg","Welle",1239,"21261","A"
"NSA",33,3353,3353020,"Hamburg","Jesteburg",7157,"21266","A"
"NSA",33,3353,3353002,"Hamburg","Asendorf",1736,"21271","A"
"NSA",33,3353,3353016,"Hamburg","Hanstedt",4641,"21271","A"
"NSA",33,3353,3353009,"Hamburg","Egestorf",2366,"21272","A"
"NSA",33,3353,3353008,"Hamburg","Drestedt",756,"21279","A"
"NSA",33,3353,3353019,"Hamburg","Hollenstedt",2987,"21279","A"
"NSA",33,3355,3355022,,"Lüneburg, Stadt",69971,"21335","B"
"NSA",33,3355,3355009,,"Bleckede, Stadt",9708,"21354","B"
"NSA",33,3355,3355004,,"Bardowick, Flecken",5845,"21357","B"
"NSA",33,3355,3355042,,"Wittorf",1224,"21357","B"
"NSA",33,3355,3355023,,"Mechtersen",648,"21358","B"
"NSA",33,3355,3355039,,"Vögelsen",2163,"21360","B"
"NSA",33,3355,3355001,,"Adendorf",9784,"21365","B"
"NSA",33,3355,3355010,,"Boitze",433,"21368","B"
"NSA",33,3355,3355012,,"Dahlem",537,"21368","B"
"NSA",33,3355,3355013,,"Dahlenburg, Flecken",3429,"21368","B"
"NSA",33,3355,3355025,,"Nahrendorf",1381,"21369","B"
"NSA",33,3353,3353010,"Hamburg","Eyendorf",1131,"21376","A"
"NSA",33,3353,3353030,"Hamburg","Salzhausen",4287,"21376","A"
"NSA",33,3355,3355015,,"Echem",1019,"21379","B"
"NSA",33,3355,3355021,,"Lüdersburg",644,"21379","B"
"NSA",33,3355,3355032,,"Rullstorf",1769,"21379","B"
"NSA",33,3355,3355033,,"Scharnebeck",3284,"21379","B"
"NSA",33,3355,3355011,,"Brietlingen",3049,"21382","B"
"NSA",33,3355,3355002,,"Amelinghausen",3802,"21385","B"
"NSA",33,3355,3355027,,"Oldendorf (Luhe)",1015,"21385","B"
"NSA",33,3355,3355029,,"Rehlingen",726,"21385","B"
"NSA",33,3355,3355008,,"Betzendorf",1088,"21386","B"
"NSA",33,3355,3355034,,"Soderstorf",1514,"21388","B"
"NSA",33,3355,3355005,,"Barendorf",2094,"21397","B"
"NSA",33,3355,3355026,,"Neetze",2570,"21398","B"
"NSA",33,3355,3355030,,"Reinstorf",1330,"21400","B"
"NSA",33,3355,3355036,,"Thomasburg",1289,"21401","B"
"NSA",33,3355,3355024,,"Melbeck",3306,"21406","B"
"NSA",33,3355,3355014,,"Deutsch Evern",3508,"21407","B"
"NSA",33,3355,3355016,,"Embsen",2514,"21409","B"
"NSA",33,3353,3353007,"Hamburg","Drage",3490,"21423","A"
"NSA",33,3353,3353040,"Hamburg","Winsen (Luhe), Stadt",32261,"21423","A"
"NSA",33,3353,3353032,"Hamburg","Stelle",11100,"21435","A"
"NSA",33,3353,3353023,"Hamburg","Marschacht",3526,"21436","A"
"NSA",33,3353,3353004,"Hamburg","Brackel",1651,"21438","A"
"NSA",33,3353,3353034,"Hamburg","Toppenstedt",2112,"21442","A"
"NSA",33,3353,3353042,"Hamburg","Wulfsen",1578,"21445","A"
"NSA",33,3355,3355017,,"Handorf",1992,"21447","B"
"NSA",33,3355,3355028,,"Radbruch",1802,"21449","B"
"NSA",33,3355,3355018,,"Hittbergen",849,"21522","B"
"NSA",33,3355,3355019,,"Hohnstorf (Elbe)",2460,"21522","B"
"NSA",33,3359,3359010,"Hamburg","Buxtehude, Stadt",37466,"21614","A"
"NSA",33,3353,3353026,"Hamburg","Neu Wulmstorf",20543,"21629","A"
"NSA",33,3359,3359028,"Hamburg","Jork",11706,"21635","A"
"NSA",33,3359,3359027,"Hamburg","Horneburg, Flecken",5594,"21640","A"
"NSA",33,3359,3359033,"Hamburg","Neuenkirchen",785,"21640","A"
"NSA",33,3359,3359006,"Hamburg","Beckdorf",2358,"21643","A"
"NSA",33,3359,3359037,"Hamburg","Sauensiek",2114,"21644","A"
"NSA",33,3353,3353014,"Hamburg","Halvesbostel",712,"21646","A"
"NSA",33,3353,3353025,"Hamburg","Moisburg",1788,"21647","A"
"NSA",33,3353,3353028,"Hamburg","Regesbostel",1004,"21649","A"
"NSA",33,3359,3359038,"Hamburg","Stade, Stadt",45229,"21682","A"
"NSA",33,3359,3359001,"Hamburg","Agathenburg",1012,"21684","A"
"NSA",33,3359,3359005,"Hamburg","Bargstedt",2109,"21698","A"
"NSA",33,3359,3359008,"Hamburg","Brest",837,"21698","A"
"NSA",33,3359,3359023,"Hamburg","Harsefeld, Flecken",12255,"21698","A"
"NSA",33,3359,3359002,"Hamburg","Ahlerstedt",4985,"21702","A"
"NSA",33,3359,3359013,"Hamburg","Drochtersen",12209,"21706","A"
"NSA",33,3359,3359009,"Hamburg","Burweg",957,"21709","A"
"NSA",33,3359,3359025,"Hamburg","Himmelpforten",4764,"21709","A"
"NSA",33,3359,3359015,"Hamburg","Engelschoff",741,"21710","A"
"NSA",33,3359,3359022,"Hamburg","Hammah",2789,"21714","A"
"NSA",33,3359,3359011,"Hamburg","Deinste",2124,"21717","A"
"NSA",33,3359,3359017,"Hamburg","Fredenbeck",5779,"21717","A"
"NSA",33,3359,3359021,"Hamburg","Guderhandviertel",1272,"21720","A"
"NSA",33,3359,3359024,"Hamburg","Heinbockel",1576,"21726","A"
"NSA",33,3359,3359036,"Hamburg","Oldendorf",2893,"21726","A"
"NSA",33,3359,3359016,"Hamburg","Estorf",1508,"21727","A"
"NSA",33,3359,3359040,"Hamburg","Wischhafen",3124,"21737","A"
"NSA",33,3352,3352022,,"Hemmoor, Stadt",8781,"21745","A"
"NSA",33,3352,3352046,,"Otterndorf, Stadt",6965,"21762","A"
"NSA",33,3352,3352029,,"Lamstedt",3332,"21769","A"
"NSA",33,3352,3352009,,"Cadenberge",3337,"21781","A"
"NSA",33,3361,3361012,,"Verden (Aller), Stadt",26669,"27283","B"
"NSA",33,3361,3361006,,"Langwedel, Flecken",14716,"27299","B"
"NSA",33,3361,3361005,,"Kirchlinteln",10446,"27308","B"
"NSA",33,3361,3361003,,"Dörverden",9721,"27313","B"
"NSA",33,3361,3361004,,"Emtinghausen",1632,"27321","B"
"NSA",33,3361,3361007,,"Morsum",2846,"27321","B"
"NSA",33,3361,3361011,,"Thedinghausen",4635,"27321","B"
"NSA",33,3358,3358009,,"Frankenfeld",567,"27336","B"
"NSA",33,3358,3358013,,"Häuslingen",880,"27336","B"
"NSA",33,3358,3358018,,"Rethem (Aller), Stadt",2486,"27336","B"
"NSA",33,3361,3361002,,"Blender",2989,"27337","B"
"NSA",33,3361,3361010,,"Riede",2744,"27339","B"
"NSA",33,3357,3357039,,"Rotenburg (Wümme), Stadt",21916,"27356","B"
"NSA",33,3357,3357001,,"Ahausen",1781,"27367","B"
"NSA",33,3357,3357005,,"Bötersen",1017,"27367","B"
"NSA",33,3357,3357020,,"Hassendorf",1152,"27367","B"
"NSA",33,3357,3357022,,"Hellwege",1047,"27367","B"
"NSA",33,3357,3357028,,"Horstedt",1345,"27367","B"
"NSA",33,3357,3357037,,"Reeßum",1714,"27367","B"
"NSA",33,3357,3357045,,"Sottrum",6020,"27367","B"
"NSA",33,3357,3357051,,"Visselhövede, Stadt",10707,"27374","B"
"NSA",33,3357,3357041,,"Scheeßel",12728,"27383","B"
"NSA",33,3357,3357006,,"Bothel",2469,"27386","B"
"NSA",33,3357,3357009,,"Brockel",1325,"27386","B"
"NSA",33,3357,3357024,,"Hemsbünde",1247,"27386","B"
"NSA",33,3357,3357025,,"Hemslingen",1584,"27386","B"
"NSA",33,3357,3357031,,"Kirchwalsede",1265,"27386","B"
"NSA",33,3357,3357054,,"Westerwalsede",809,"27386","B"
"NSA",33,3357,3357015,,"Fintel",2995,"27389","B"
"NSA",33,3357,3357023,,"Helvesiek",852,"27389","B"
"NSA",33,3357,3357049,,"Vahlde",738,"27389","B"
"NSA",33,3357,3357013,,"Elsdorf",2037,"27404","B"
"NSA",33,3357,3357018,,"Gyhum",2386,"27404","B"
"NSA",33,3357,3357021,,"Heeslingen",4769,"27404","B"
"NSA",33,3357,3357036,,"Ostereistedt",985,"27404","B"
"NSA",33,3357,3357038,,"Rhade",1093,"27404","B"
"NSA",33,3357,3357057,,"Zeven, Stadt",12386,"27404","B"
"NSA",33,3357,3357007,,"Breddorf",1187,"27412","B"
"NSA",33,3357,3357010,,"Bülstedt",706,"27412","B"
"NSA",33,3357,3357030,,"Kirchtimke",985,"27412","B"
"NSA",33,3357,3357047,,"Tarmstedt",3544,"27412","B"
"NSA",33,3357,3357053,,"Westertimke",630,"27412","B"
"NSA",33,3357,3357055,,"Wilstedt",1761,"27412","B"
"NSA",33,3357,3357017,,"Groß Meckelsen",517,"27419","B"
"NSA",33,3357,3357019,,"Hamersen",471,"27419","B"
"NSA",33,3357,3357044,,"Sittensen",5531,"27419","B"
"NSA",33,3357,3357048,,"Tiste",861,"27419","B"
"NSA",33,3357,3357050,,"Vierden",799,"27419","B"
"NSA",33,3357,3357056,,"Wohnste",811,"27419","B"
"NSA",33,3357,3357004,,"Basdahl",1466,"27432","B"
"NSA",33,3357,3357008,,"Bremervörde, Stadt",19248,"27432","B"
"NSA",33,3357,3357012,,"Ebersdorf",1145,"27432","B"
"NSA",33,3357,3357027,,"Hipstedt",1316,"27432","B"
"NSA",33,3357,3357016,,"Gnarrenburg",9473,"27442","B"
"NSA",33,3357,3357003,,"Anderlingen",929,"27446","B"
"NSA",33,3357,3357014,,"Farven",729,"27446","B"
"NSA",33,3357,3357040,,"Sandbostel",777,"27446","B"
"NSA",33,3357,3357043,,"Selsingen",3276,"27446","B"
"NSA",33,3359,3359031,"Hamburg","Kutenholz",4995,"27449","A"
"NSA",33,3352,3352011,,"Cuxhaven, Stadt",53076,"27472","A"
"NSA",33,3352,3352030,,"Langen, Stadt",18506,"27607","A"
"NSA",33,3352,3352032,,"Loxstedt",16676,"27612","A"
"NSA",33,3352,3352005,,"Beverstedt, Flecken",4443,"27616","A"
"NSA",33,3352,3352021,,"Heerstedt",505,"27616","A"
"NSA",33,3352,3352026,,"Kirchwistedt",514,"27616","A"
"NSA",33,3352,3352050,,"Schiffdorf",14038,"27619","A"
"NSA",33,3352,3352003,,"Bad Bederkesa, Flecken",5207,"27624","A"
"NSA",33,3352,3352013,,"Drangstedt",1471,"27624","A"
"NSA",33,3352,3352007,,"Bramstedt",1865,"27628","A"
"NSA",33,3352,3352014,,"Driftsethe",685,"27628","A"
"NSA",33,3352,3352019,,"Hagen im Bremischen",3852,"27628","A"
"NSA",33,3352,3352054,,"Uthlede",937,"27628","A"
"NSA",33,3352,3352058,,"Wulsbüttel",1868,"27628","A"
"NSA",33,3352,3352012,,"Dorum",3452,"27632","A"
"NSA",33,3352,3352040,,"Nordholz",7653,"27637","A"
"NSA",33,3356,3356007,,"Osterholz-Scharmbeck, Stadt",31297,"27711","A"
"NSA",33,3356,3356008,,"Ritterhude",13997,"27721","A"
"NSA",33,3356,3356011,,"Worpswede",9511,"27726","A"
"NSA",33,3356,3356003,,"Hambergen",5464,"27729","A"
"NSA",33,3356,3356010,,"Vollersode",3151,"27729","A"
"NSA",33,3356,3356009,,"Schwanewede",19670,"28790","A"
"NSA",33,3361,3361001,,"Achim, Stadt",29825,"28832","B"
"NSA",33,3356,3356005,,"Lilienthal",17943,"28865","A"
"NSA",33,3361,3361008,,"Ottersberg, Flecken",12110,"28870","B"
"NSA",33,3361,3361009,,"Oyten",15360,"28876","B"
"NSA",33,3351,3351006,,"Celle, Stadt",71647,"29221","B"
"NSA",33,3351,3351004,,"Bergen, Stadt",13491,"29303","B"
"NSA",33,3351,3351024,,"Winsen (Aller)",12554,"29308","B"
"NSA",33,3351,3351012,,"Hambühren",10037,"29313","B"
"NSA",33,3351,3351013,,"Hermannsburg",8514,"29320","B"
"NSA",33,3351,3351023,,"Wietze",8248,"29323","B"
"NSA",33,3351,3351010,,"Faßberg",7111,"29328","B"
"NSA",33,3351,3351016,,"Lachendorf",5641,"29331","B"
"NSA",33,3351,3351018,,"Nienhagen",6403,"29336","B"
"NSA",33,3351,3351021,,"Wathlingen",6249,"29339","B"
"NSA",33,3351,3351022,,"Wienhausen",4166,"29342","B"
"NSA",33,3351,3351020,,"Unterlüß",4265,"29345","B"
"NSA",33,3351,3351009,,"Eschede",3973,"29348","B"
"NSA",33,3351,3351008,,"Eldingen",2290,"29351","B"
"NSA",33,3351,3351001,,"Adelheidsdorf",2499,"29352","B"
"NSA",33,3351,3351002,,"Ahnsbeck",1625,"29353","B"
"NSA",33,3351,3351003,,"Beedenbostel",1074,"29355","B"
"NSA",33,3351,3351005,,"Bröckel",1833,"29356","B"
"NSA",33,3351,3351007,,"Eicklingen",3260,"29358","B"
"NSA",33,3351,3351015,,"Hohne",1819,"29362","B"
"NSA",33,3351,3351017,,"Langlingen",2378,"29364","B"
"NSA",33,3360,3360005,,"Bad Bodenteich, Flecken",4007,"29389","B"
"NSA",33,3360,3360013,,"Lüder",1329,"29394","B"
"NSA",33,3354,3354018,,"Lüchow (Wendland), Stadt",9759,"29439","B"
"NSA",33,3354,3354004,,"Dannenberg (Elbe), Stadt",8540,"29451","B"
"NSA",33,3354,3354009,,"Hitzacker (Elbe), Stadt",5109,"29456","B"
"NSA",33,3354,3354002,,"Clenze, Flecken",2388,"29459","B"
"NSA",33,3354,3354026,,"Wustrow (Wendland), Stadt",3130,"29462","B"
"NSA",33,3354,3354022,,"Schnega",1543,"29465","B"
"NSA",33,3354,3354001,,"Bergen an der Dumme, Flecken",1594,"29468","B"
"NSA",33,3354,3354005,,"Gartow, Flecken",1436,"29471","B"
"NSA",33,3354,3354008,,"Gusborn",1278,"29476","B"
"NSA",33,3354,3354010,,"Höhbeck",759,"29478","B"
"NSA",33,3354,3354011,,"Jameln",1138,"29479","B"
"NSA",33,3354,3354012,,"Karwitz",816,"29481","B"
"NSA",33,3354,3354013,,"Küsten",1421,"29482","B"
"NSA",33,3354,3354014,,"Langendorf",720,"29484","B"
"NSA",33,3354,3354015,,"Lemgow",1523,"29485","B"
"NSA",33,3354,3354016,,"Luckau (Wendland)",637,"29487","B"
"NSA",33,3354,3354017,,"Lübbow",846,"29488","B"
"NSA",33,3354,3354019,,"Neu Darchau",1523,"29490","B"
"NSA",33,3354,3354020,,"Prezelle",554,"29491","B"
"NSA",33,3354,3354023,,"Trebel",1021,"29494","B"
"NSA",33,3354,3354024,,"Waddeweitz",968,"29496","B"
"NSA",33,3354,3354025,,"Woltersdorf",1021,"29497","B"
"NSA",33,3354,3354027,,"Zernien",1665,"29499","B"
"NSA",33,3360,3360025,,"Uelzen, Stadt",35173,"29525","B"
"NSA",33,3360,3360002,,"Bad Bevensen, Stadt",8799,"29549","B"
"NSA",33,3360,3360004,,"Bienenbüttel",6731,"29553","B"
"NSA",33,3360,3360023,,"Suderburg",4694,"29556","B"
"NSA",33,3360,3360028,,"Wrestedt",3098,"29559","B"
"NSA",33,3360,3360024,,"Suhlendorf",2712,"29562","B"
"NSA",33,3360,3360029,,"Wriedel",2618,"29565","B"
"NSA",33,3360,3360027,,"Wieren",2567,"29568","B"
"NSA",33,3360,3360018,,"Rosche",2183,"29571","B"
"NSA",33,3360,3360006,,"Ebstorf, Flecken",5443,"29574","B"
"NSA",33,3360,3360001,,"Altenmedingen",1634,"29575","B"
"NSA",33,3360,3360007,,"Eimke",1031,"29578","B"
"NSA",33,3360,3360008,,"Emmendorf",746,"29579","B"
"NSA",33,3360,3360009,,"Gerdau",1626,"29581","B"
"NSA",33,3360,3360010,,"Hanstedt",1034,"29582","B"
"NSA",33,3360,3360011,,"Himbergen",1834,"29584","B"
"NSA",33,3360,3360012,,"Jelmstorf",886,"29585","B"
"NSA",33,3360,3360014,,"Natendorf",810,"29587","B"
"NSA",33,3360,3360015,,"Oetzen",1348,"29588","B"
"NSA",33,3360,3360017,,"Römstedt",824,"29591","B"
"NSA",33,3360,3360019,,"Schwienau",805,"29593","B"
"NSA",33,3360,3360020,,"Soltendieck",1013,"29594","B"
"NSA",33,3360,3360022,,"Stoetze",689,"29597","B"
"NSA",33,3360,3360026,,"Weste",1044,"29599","B"
"NSA",33,3358,3358021,,"Soltau, Stadt",21979,"29614","B"
"NSA",33,3358,3358016,,"Munster, Stadt",17845,"29633","B"
"NSA",33,3358,3358019,,"Schneverdingen, Stadt",18931,"29640","B"
"NSA",33,3358,3358017,,"Neuenkirchen",5786,"29643","B"
"NSA",33,3358,3358002,,"Bispingen",6224,"29646","B"
"NSA",33,3358,3358023,,"Wietzendorf",3950,"29649","B"
"NSA",33,3358,3358022,,"Walsrode, Stadt",24286,"29664","B"
"NSA",33,3358,3358008,,"Bad Fallingbostel, Stadt",11808,"29683","B"
"NSA",33,3358,3358010,,"Gilten",1142,"29690","B"
"NSA",33,3358,3358015,,"Lindwedel",2323,"29690","B"
"NSA",33,3358,3358020,,"Schwarmstedt",5123,"29690","B"
"NSA",33,3358,3358001,,"Ahlden (Aller), Flecken",1559,"29693","B"
"NSA",33,3358,3358003,,"Böhme",990,"29693","B"
"NSA",33,3358,3358006,,"Eickeloh",785,"29693","B"
"NSA",33,3358,3358012,,"Hademstorf",865,"29693","B"
"NSA",33,3358,3358014,,"Hodenhagen",2953,"29693","B"
"NSA",33,3358,3358004,,"Bomlitz",7183,"29699","B"
"NSA",34,3403,3403000,,"Oldenburg (Oldenburg), Stadt",157437,"26122","B"
"NSA",34,3451,3451002,,"Bad Zwischenahn",26095,"26160","B"
"NSA",34,3451,3451005,,"Rastede",20035,"26180","B"
"NSA",34,3451,3451004,,"Edewecht",20085,"26188","B"
"NSA",34,3458,3458007,,"Großenkneten",13590,"26197","B"
"NSA",34,3458,3458013,,"Wardenburg",15841,"26203","B"
"NSA",34,3458,3458009,,"Hatten",12954,"26209","B"
"NSA",34,3451,3451008,,"Wiefelstede",14335,"26215","B"
"NSA",34,3453,3453002,,"Bösel",7384,"26219","B"
"NSA",34,3455,3455026,,"Varel, Stadt",25034,"26316","B"
"NSA",34,3455,3455027,,"Zetel",11838,"26340","B"
"NSA",34,3455,3455025,,"Bockhorn",8771,"26345","B"
"NSA",34,3405,3405000,,"Wilhelmshaven, Stadt",84751,"26382","B"
"NSA",34,3462,3462019,,"Wittmund, Stadt",21378,"26409","B"
"NSA",34,3455,3455015,,"Schortens",21320,"26419","B"
"NSA",34,3462,3462003,,"Esens, Stadt",6831,"26427","B"
"NSA",34,3462,3462015,,"Stedesdorf",1642,"26427","B"
"NSA",34,3455,3455020,,"Wangerland",10210,"26434","B"
"NSA",34,3455,3455007,,"Jever, Stadt",13961,"26441","B"
"NSA",34,3462,3462005,,"Friedeburg",10687,"26446","B"
"NSA",34,3455,3455014,,"Sande",9426,"26452","B"
"NSA",34,3452,3452019,,"Norden, Stadt",24786,"26506","A"
"NSA",34,3452,3452008,,"Hage, Flecken",5893,"26524","A"
"NSA",34,3452,3452017,,"Marienhafe, Flecken",1955,"26529","A"
"NSA",34,3452,3452007,,"Großheide",8664,"26532","A"
"NSA",34,3462,3462018,,"Westerholt",2414,"26556","B"
"NSA",34,3452,3452001,,"Aurich, Stadt",40567,"26603","A"
"NSA",34,3452,3452023,,"Südbrookmerland",18826,"26624","A"
"NSA",34,3452,3452006,,"Großefehn",13002,"26629","A"
"NSA",34,3452,3452012,,"Ihlow",12465,"26632","A"
"NSA",34,3452,3452025,,"Wiesmoor",12923,"26639","A"
"NSA",34,3451,3451007,,"Westerstede, Stadt",21750,"26655","B"
"NSA",34,3457,3457020,,"Uplengen",11227,"26670","A"
"NSA",34,3453,3453001,,"Barßel",12487,"26676","B"
"NSA",34,3453,3453013,,"Saterland",12787,"26683","B"
"NSA",34,3451,3451001,,"Apen",10864,"26689","B"
"NSA",34,3402,3402000,,"Emden, Stadt",51351,"26721","A"
"NSA",34,3452,3452014,,"Krummhörn",13334,"26736","A"
"NSA",34,3452,3452011,,"Hinte",7338,"26759","A"
"NSA",34,3457,3457013,,"Leer (Ostfriesland), Stadt",34088,"26789","A"
"NSA",34,3457,3457014,,"Moormerland",22220,"26802","A"
"NSA",34,3457,3457022,,"Westoverledingen",19787,"26810","A"
"NSA",34,3457,3457018,,"Rhauderfehn",16964,"26817","A"
"NSA",34,3457,3457021,,"Weener, Stadt",15534,"26826","A"
"NSA",34,3457,3457010,,"Hesel",4079,"26835","A"
"NSA",34,3457,3457017,,"Ostrhauderfehn",10668,"26842","A"
"NSA",34,3454,3454041,,"Papenburg, Stadt",34403,"26871","B"
"NSA",34,3454,3454011,,"Esterwegen",5123,"26897","B"
"NSA",34,3454,3454051,,"Surwold",4328,"26903","B"
"NSA",34,3461,3461002,,"Brake (Unterweser), Stadt",16341,"26919","B"
"NSA",34,3461,3461004,,"Elsfleth, Stadt",9195,"26931","B"
"NSA",34,3461,3461009,,"Stadland",7956,"26935","B"
"NSA",34,3461,3461008,,"Ovelgönne",5759,"26939","B"
"NSA",34,3461,3461007,,"Nordenham, Stadt",27950,"26954","B"
"NSA",34,3461,3461003,,"Butjadingen",6564,"26969","B"
"NSA",34,3458,3458002,,"Colnrade",855,"27243","B"
"NSA",34,3458,3458006,,"Groß Ippener",1157,"27243","B"
"NSA",34,3458,3458008,,"Harpstedt, Flecken",4497,"27243","B"
"NSA",34,3458,3458012,,"Prinzhöfte",753,"27243","B"
"NSA",34,3401,3401000,"Bremen","Delmenhorst, Stadt",76083,"27749","A"
"NSA",34,3458,3458005,,"Ganderkesee",30809,"27777","B"
"NSA",34,3458,3458014,,"Wildeshausen, Stadt",17717,"27793","B"
"NSA",34,3458,3458010,,"Hude (Oldenburg)",15563,"27798","B"
"NSA",34,3461,3461001,,"Berne",7208,"27804","B"
"NSA",34,3461,3461006,,"Lemwerder",7457,"27809","B"
"NSA",34,3456,3456001,,"Bad Bentheim, Stadt",15258,"48455","B"
"NSA",34,3456,3456021,,"Schüttorf, Stadt",11521,"48465","B"
"NSA",34,3456,3456015,,"Nordhorn, Stadt",52615,"48529","B"
"NSA",34,3404,3404000,,"Osnabrück, Stadt",164561,"49074","B"
"NSA",34,3459,3459019,,"Georgsmarienhütte, Stadt",32911,"49124","B"
"NSA",34,3459,3459033,,"Wallenhorst",23702,"49134","B"
"NSA",34,3459,3459012,,"Bissendorf",14299,"49143","B"
"NSA",34,3459,3459003,,"Bad Essen",15668,"49152","B"
"NSA",34,3459,3459013,,"Bohmte",13267,"49163","B"
"NSA",34,3459,3459020,,"Hagen am Teutoburger Wald",14175,"49170","B"
"NSA",34,3459,3459022,,"Hilter am Teutoburger Wald",10152,"49176","B"
"NSA",34,3459,3459029,,"Ostercappeln",9538,"49179","B"
"NSA",34,3459,3459004,,"Bad Iburg, Stadt",11733,"49186","B"
"NSA",34,3459,3459008,,"Belm",14143,"49191","B"
"NSA",34,3459,3459005,,"Bad Laer",9251,"49196","B"
"NSA",34,3459,3459015,,"Dissen am Teutoburger Wald, Stadt",9270,"49201","B"
"NSA",34,3459,3459021,,"Hasbergen",10859,"49205","B"
"NSA",34,3459,3459006,,"Bad Rothenfelde",7084,"49214","B"
"NSA",34,3459,3459034,,"Glandorf",6792,"49219","B"
"NSA",34,3459,3459024,,"Melle, Stadt",46078,"49324","B"
"NSA",34,3460,3460009,,"Vechta, Stadt",28946,"49377","B"
"NSA",34,3460,3460006,,"Lohne (Oldenburg), Stadt",25032,"49393","B"
"NSA",34,3460,3460002,,"Damme, Stadt",15748,"49401","B"
"NSA",34,3460,3460003,,"Dinklage, Stadt",12368,"49413","B"
"NSA",34,3460,3460004,,"Goldenstedt",8963,"49424","B"
"NSA",34,3460,3460010,,"Visbek",9168,"49429","B"
"NSA",34,3460,3460008,,"Steinfeld (Oldenburg)",9247,"49439","B"
"NSA",34,3460,3460005,,"Holdorf",6450,"49451","B"
"NSA",34,3459,3459014,,"Bramsche, Stadt",30171,"49565","B"
"NSA",34,3459,3459002,,"Ankum",7175,"49577","B"
"NSA",34,3459,3459017,,"Fürstenau, Stadt",9939,"49584","B"
"NSA",34,3459,3459010,,"Bersenbrück, Stadt",7771,"49593","B"
"NSA",34,3459,3459030,,"Quakenbrück, Stadt",12843,"49610","B"
"NSA",34,3453,3453011,,"Löningen, Stadt",13088,"49624","B"
"NSA",34,3459,3459009,,"Berge",3706,"49626","B"
"NSA",34,3453,3453006,,"Essen (Oldenburg)",8184,"49632","B"
"NSA",34,3459,3459007,,"Badbergen",4516,"49635","B"
"NSA",34,3453,3453004,,"Cloppenburg, Stadt",30422,"49661","B"
"NSA",34,3453,3453005,,"Emstek",10817,"49685","B"
"NSA",34,3454,3454035,,"Meppen, Stadt",33904,"49716","B"
